ARTIST_ID,ARTIST_NAME,ARTIST_FOLLOWERS,ARTIST_POPULARITY
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",197935,74
7dNsHhGeGU5MV01r06O8gK,"Patsy Cline",52845,62
